winner,loser,surface,actual_total,model_total,model_std,model_prob,error,abs_error
Li A.,Golubic V.,Grass,26,23.3,5.7,0.5870000000000001,-2.6999999999999993,2.6999999999999993
Rakhimova K.,Ito A.,Grass,29,24.0,5.8,0.665,-5.0,5.0
Paolini J.,Sevastova A.,Grass,25,23.2,5.9,0.7190000000000001,-1.8000000000000007,1.8000000000000007
Bouzkova M.,Sun L.,Grass,20,24.0,5.9,0.5579999999999999,4.0,4.0
Anisimova A.,Putintseva Y.,Grass,12,19.5,5.0,0.8590000000000001,7.5,7.5
Osaka N.,Gibson T.,Grass,23,22.6,5.9,0.735,-0.3999999999999986,0.3999999999999986
Pavlyuchenkova A.,Tomljanovic A.,Grass,27,23.5,5.8,0.637,-3.5,3.5
Boulter K.,Badosa P.,Grass,27,24.0,5.7,0.652,-3.0,3.0
Mertens E.,Fruhvirtova L.,Grass,18,22.2,5.6,0.804,4.199999999999999,4.199999999999999
Alexandrova E.,Hon P.,Grass,20,22.3,5.6,0.8420000000000001,2.3000000000000007,2.3000000000000007
Tauson C.,Watson H.,Grass,27,24.9,6.0,0.613,-2.1000000000000014,2.1000000000000014
Erjavec V.,Kostyuk M.,Grass,28,23.9,5.7,0.499,-4.100000000000001,4.100000000000001
Volynets K.,Maria T.,Grass,29,23.4,5.7,0.32899999999999996,-5.600000000000001,5.600000000000001
Cocciaretto E.,Pegula J.,Grass,17,18.7,4.8,0.623,1.6999999999999993,1.6999999999999993
Lamens S.,Jovic I.,Grass,14,24.2,5.8,0.36200000000000004,10.2,10.2
Kasatkina D.,Arango E.,Grass,21,22.5,5.7,0.821,1.5,1.5
Siniakova K.,Zheng Q.,Grass,29,23.9,6.0,0.6659999999999999,-5.100000000000001,5.100000000000001
Kalinskaya A.,Stojanovic N.,Grass,22,24.2,5.7,0.65,2.1999999999999993,2.1999999999999993
Sonmez Z.,Cristian J.,Grass,22,23.7,5.7,0.6629999999999999,1.6999999999999993,1.6999999999999993
Krejcikova B.,Eala A.,Grass,24,24.4,5.7,0.5529999999999999,0.3999999999999986,0.3999999999999986
Samsonova L.,Joint M.,Grass,17,19.1,4.7,0.8140000000000001,2.1000000000000014,2.1000000000000014
Bronzetti L.,Teichmann J.,Grass,22,25.4,6.0,0.569,3.3999999999999986,3.3999999999999986
Sakkari M.,Blinkova A.,Grass,20,22.9,5.6,0.645,2.8999999999999986,2.8999999999999986
Swiatek I.,Kudermetova P.,Grass,19,17.8,4.2,0.927,-1.1999999999999993,1.1999999999999993
Starodubtseva Y.,Jones F.,Grass,23,23.5,5.7,0.596,0.5,0.5
Baptiste H.,Cirstea S.,Grass,28,24.5,5.9,0.519,-3.5,3.5
Andreeva M.,Sherif M.,Grass,18,21.0,5.8,0.885,3.0,3.0
Mboko V.,Frech M.,Grass,17,21.6,5.8,0.733,4.600000000000001,4.600000000000001
Dolehide C.,Rus A.,Grass,16,17.8,4.2,0.79,1.8000000000000007,1.8000000000000007
Kudermetova V.,Zhu L.,Grass,17,24.1,5.7,0.696,7.100000000000001,7.100000000000001
Jacquemot E.,Linette M.,Grass,30,23.9,5.8,0.596,-6.100000000000001,6.100000000000001
Kenin S.,Townsend T.,Grass,21,24.1,5.6,0.434,3.1000000000000014,3.1000000000000014
Zakharova A.,Azarenka V.,Grass,23,24.7,5.7,0.434,1.6999999999999993,1.6999999999999993
Bencic B.,Parks A.,Grass,15,18.4,4.4,0.852,3.3999999999999986,3.3999999999999986
Rybakina E.,Avanesyan E.,Grass,15,17.1,3.7,0.917,2.1000000000000014,2.1000000000000014
Yastremska D.,Gauff C.,Grass,20,22.2,5.7,0.5820000000000001,2.1999999999999993,2.1999999999999993
Kartal S.,Tomova V.,Grass,16,23.0,5.9,0.747,7.0,7.0
Keys M.,Danilovic O.,Grass,18,24.2,5.6,0.529,6.199999999999999,6.199999999999999
Sabalenka A.,Bouzkova M.,Grass,23,24.1,5.7,0.754,1.1000000000000014,1.1000000000000014
Bucsa C.,Vekic D.,Grass,16,24.0,5.6,0.423,8.0,8.0
Mertens E.,Li A.,Grass,28,24.1,5.7,0.6679999999999999,-3.8999999999999986,3.8999999999999986
Galfi D.,Haddad Maia B.,Grass,20,24.6,5.9,0.49700000000000005,4.600000000000001,4.600000000000001
Sierra S.,Boulter K.,Grass,28,24.4,5.8,0.418,-3.6000000000000014,3.6000000000000014
Noskova L.,Lys E.,Grass,25,23.9,5.7,0.642,-1.1000000000000014,1.1000000000000014
Anisimova A.,Zarazua R.,Grass,19,23.4,5.7,0.5529999999999999,4.399999999999999,4.399999999999999
Parry D.,Shnaider D.,Grass,17,24.9,5.8,0.401,7.899999999999999,7.899999999999999
Osaka N.,Siniakova K.,Grass,17,23.8,5.7,0.584,6.800000000000001,6.800000000000001
Rakhimova K.,Paolini J.,Grass,30,24.2,5.8,0.337,-5.800000000000001,5.800000000000001
Raducanu E.,Vondrousova M.,Grass,18,23.5,5.9,0.5589999999999999,5.5,5.5
Svitolina E.,Sasnovich A.,Grass,18,24.1,5.8,0.638,6.100000000000001,6.100000000000001
Pavlyuchenkova A.,Krueger A.,Grass,23,24.1,5.3,0.623,1.1000000000000014,1.1000000000000014
Navarro E.,Kudermetova V.,Grass,15,24.1,5.8,0.586,9.100000000000001,9.100000000000001
Cocciaretto E.,Volynets K.,Grass,16,23.1,5.6,0.728,7.100000000000001,7.100000000000001
Andreeva M.,Bronzetti L.,Grass,20,24.6,6.0,0.736,4.600000000000001,4.600000000000001
Baptiste H.,Mboko V.,Grass,22,24.0,5.6,0.34299999999999997,2.0,2.0
Collins D.,Erjavec V.,Grass,17,24.1,5.7,0.691,7.100000000000001,7.100000000000001
Rybakina E.,Sakkari M.,Grass,16,23.0,5.7,0.774,7.0,7.0
Bencic B.,Jacquemot E.,Grass,25,24.9,5.6,0.593,-0.10000000000000142,0.10000000000000142
Alexandrova E.,Lamens S.,Grass,16,23.7,5.6,0.748,7.699999999999999,7.699999999999999
Krejcikova B.,Dolehide C.,Grass,27,24.1,5.8,0.534,-2.8999999999999986,2.8999999999999986
Yastremska D.,Zakharova A.,Grass,37,24.1,5.5,0.604,-12.899999999999999,12.899999999999999
Swiatek I.,McNally C.,Grass,27,21.3,5.4,0.862,-5.699999999999999,5.699999999999999
Samsonova L.,Starodubtseva Y.,Grass,15,22.4,5.6,0.813,7.399999999999999,7.399999999999999
Bouzas Maneiro J.,Kenin S.,Grass,20,24.1,5.8,0.47600000000000003,4.100000000000001,4.100000000000001
Tauson C.,Kalinskaya A.,Grass,22,24.1,5.7,0.42200000000000004,2.1000000000000014,2.1000000000000014
Anisimova A.,Galfi D.,Grass,30,23.9,5.5,0.595,-6.100000000000001,6.100000000000001
Sierra S.,Bucsa C.,Grass,26,24.6,5.9,0.428,-1.3999999999999986,1.3999999999999986
Pavlyuchenkova A.,Osaka N.,Grass,29,23.6,5.9,0.379,-5.399999999999999,5.399999999999999
Kartal S.,Parry D.,Grass,18,24.8,5.6,0.5670000000000001,6.800000000000001,6.800000000000001
Noskova L.,Rakhimova K.,Grass,25,23.8,5.8,0.6809999999999999,-1.1999999999999993,1.1999999999999993
Siegemund L.,Keys M.,Grass,18,22.4,5.7,0.604,4.399999999999999,4.399999999999999
Mertens E.,Svitolina E.,Grass,20,24.0,5.7,0.5379999999999999,4.0,4.0
Sabalenka A.,Raducanu E.,Grass,23,24.5,5.8,0.6,1.5,1.5
Samsonova L.,Kasatkina D.,Grass,17,22.7,5.7,0.693,5.699999999999999,5.699999999999999
Bencic B.,Cocciaretto E.,Grass,32,23.9,5.5,0.46799999999999997,-8.100000000000001,8.100000000000001
Bouzas Maneiro J.,Yastremska D.,Grass,24,24.9,5.8,0.501,0.8999999999999986,0.8999999999999986
Tauson C.,Rybakina E.,Grass,22,22.7,5.5,0.221,0.6999999999999993,0.6999999999999993
Andreeva M.,Baptiste H.,Grass,16,23.1,5.9,0.782,7.100000000000001,7.100000000000001
Navarro E.,Krejcikova B.,Grass,27,23.4,5.8,0.603,-3.6000000000000014,3.6000000000000014
Alexandrova E.,Sonmez Z.,Grass,22,23.7,5.9,0.743,1.6999999999999993,1.6999999999999993
Swiatek I.,Collins D.,Grass,17,24.1,5.8,0.701,7.100000000000001,7.100000000000001
Siegemund L.,Sierra S.,Grass,17,23.8,5.8,0.6679999999999999,6.800000000000001,6.800000000000001
Pavlyuchenkova A.,Kartal S.,Grass,23,23.8,5.7,0.419,0.8000000000000007,0.8000000000000007
Sabalenka A.,Mertens E.,Grass,23,24.6,5.7,0.578,1.6000000000000014,1.6000000000000014
Anisimova A.,Noskova L.,Grass,30,23.7,5.7,0.515,-6.300000000000001,6.300000000000001
Bencic B.,Alexandrova E.,Grass,23,24.4,5.7,0.43799999999999994,1.3999999999999986,1.3999999999999986
Samsonova L.,Bouzas Maneiro J.,Grass,24,23.2,5.9,0.7440000000000001,-0.8000000000000007,0.8000000000000007
Andreeva M.,Navarro E.,Grass,17,25.0,6.0,0.518,8.0,8.0
Swiatek I.,Tauson C.,Grass,17,22.6,5.9,0.8,5.600000000000001,5.600000000000001
Sabalenka A.,Siegemund L.,Grass,28,24.8,5.7,0.636,-3.1999999999999993,3.1999999999999993
Anisimova A.,Pavlyuchenkova A.,Grass,20,24.0,5.7,0.585,4.0,4.0
Swiatek I.,Samsonova L.,Grass,20,24.4,5.8,0.584,4.399999999999999,4.399999999999999
Bencic B.,Andreeva M.,Grass,26,24.0,5.7,0.40399999999999997,-2.0,2.0
Anisimova A.,Sabalenka A.,Grass,30,24.4,5.7,0.374,-5.600000000000001,5.600000000000001
Swiatek I.,Bencic B.,Grass,14,23.5,5.7,0.727,9.5,9.5
Swiatek I.,Anisimova A.,Grass,12,22.7,5.6,0.6970000000000001,10.7,10.7
Juvan K.,Timofeeva M.,Clay,20,23.9,5.7,0.645,3.8999999999999986,3.8999999999999986
Boisson L.,Grabher J.,Clay,16,24.3,5.9,0.644,8.3,8.3
Tomova V.,Maria T.,Clay,22,24.6,5.7,0.59,2.6000000000000014,2.6000000000000014
Boisson L.,Korpatsch T.,Clay,33,25.0,6.0,0.616,-8.0,8.0
Bondar A.,Kraus S.,Clay,17,24.5,5.7,0.5820000000000001,7.5,7.5
Yastremska D.,Parry D.,Clay,17,24.2,5.7,0.637,7.199999999999999,7.199999999999999
Yastremska D.,Galfi D.,Clay,30,23.7,5.9,0.42200000000000004,-6.300000000000001,6.300000000000001
Bondar A.,Alexandrova E.,Clay,35,22.4,5.5,0.225,-12.600000000000001,12.600000000000001
Boisson L.,Tomova V.,Clay,18,23.9,5.6,0.6609999999999999,5.899999999999999,5.899999999999999
Bondar A.,Juvan K.,Clay,31,24.6,5.7,0.536,-6.399999999999999,6.399999999999999
Boisson L.,Yastremska D.,Clay,20,24.4,5.9,0.598,4.399999999999999,4.399999999999999
Boisson L.,Bondar A.,Clay,21,24.5,6.1,0.591,3.5,3.5
Fett J.,Erjavec V.,Clay,21,23.2,5.8,0.373,2.1999999999999993,2.1999999999999993
Gracheva V.,Bogdan A.,Clay,20,23.9,5.9,0.604,3.8999999999999986,3.8999999999999986
Waltert S.,Sevastova A.,Clay,18,24.0,5.8,0.5870000000000001,6.0,6.0
Teichmann J.,Chwalinska M.,Clay,21,23.9,5.8,0.384,2.8999999999999986,2.8999999999999986
Udvardy P.,Jones F.,Clay,19,24.0,5.9,0.39799999999999996,5.0,5.0
Cirstea S.,Gracheva V.,Clay,18,22.4,6.0,0.752,4.399999999999999,4.399999999999999
Teichmann J.,Waltert S.,Clay,31,23.9,5.7,0.377,-7.100000000000001,7.100000000000001
Cristian J.,Udvardy P.,Clay,19,24.7,5.9,0.634,5.699999999999999,5.699999999999999
Teichmann J.,Cirstea S.,Clay,19,20.1,5.0,0.188,1.1000000000000014,1.1000000000000014
Bouzkova M.,Gao X.,Hard,14,24.5,5.8,0.695,10.5,10.5
Bejlek S.,Uchijima M.,Hard,20,22.6,6.0,0.738,2.6000000000000014,2.6000000000000014
Stefanini L.,Tomova V.,Hard,20,23.7,5.6,0.47,3.6999999999999993,3.6999999999999993
Cocciaretto E.,Golubic V.,Hard,17,24.3,5.7,0.47,7.300000000000001,7.300000000000001
Salkova D.,Samson L.,Hard,18,23.0,5.7,0.684,5.0,5.0
Valentova T.,Ito A.,Hard,14,23.4,5.5,0.701,9.399999999999999,9.399999999999999
Noskova L.,Gasanova A.,Hard,26,23.7,5.7,0.687,-2.3000000000000007,2.3000000000000007
Valentova T.,Sramkova R.,Hard,25,23.7,5.9,0.7140000000000001,-1.3000000000000007,1.3000000000000007
Li A.,Jeanjean L.,Hard,19,24.2,5.6,0.62,5.199999999999999,5.199999999999999
Bouzkova M.,Stefanini L.,Hard,20,24.2,5.9,0.7440000000000001,4.199999999999999,4.199999999999999
Siniakova K.,Salkova D.,Hard,22,24.4,6.0,0.72,2.3999999999999986,2.3999999999999986
Noskova L.,Cocciaretto E.,Hard,18,24.4,5.9,0.613,6.399999999999999,6.399999999999999
Bejlek S.,Parks A.,Hard,22,22.5,5.8,0.736,0.5,0.5
Bouzkova M.,Li A.,Hard,27,24.3,6.0,0.524,-2.6999999999999993,2.6999999999999993
Noskova L.,Siniakova K.,Hard,27,24.6,5.7,0.502,-2.3999999999999986,2.3999999999999986
Bouzkova M.,Valentova T.,Hard,22,23.7,5.8,0.401,1.6999999999999993,1.6999999999999993
Bouzkova M.,Noskova L.,Hard,24,23.7,5.8,0.478,-0.3000000000000007,0.3000000000000007
Mboko V.,Potapova A.,Hard,18,24.5,5.8,0.556,6.5,6.5
Sakkari M.,Boulter K.,Hard,19,24.4,5.8,0.52,5.399999999999999,5.399999999999999
Frech M.,Starodubtseva Y.,Hard,18,24.4,5.5,0.598,6.399999999999999,6.399999999999999
Linette M.,Collins D.,Hard,22,23.6,5.9,0.588,1.6000000000000014,1.6000000000000014
Townsend T.,Maria T.,Hard,22,24.2,5.9,0.67,2.1999999999999993,2.1999999999999993
Dolehide C.,Kessler M.,Hard,34,24.3,5.7,0.355,-9.7,9.7
Kenin S.,Baptiste H.,Hard,22,24.7,5.7,0.501,2.6999999999999993,2.6999999999999993
Kalinskaya A.,Rakhimova K.,Hard,17,23.9,5.9,0.589,6.899999999999999,6.899999999999999
Raducanu E.,Kostyuk M.,Hard,23,23.8,5.8,0.484,0.8000000000000007,0.8000000000000007
Osaka N.,Putintseva Y.,Hard,20,24.0,5.6,0.6409999999999999,4.0,4.0
Kalinskaya A.,Linette M.,Hard,16,23.7,5.8,0.517,7.699999999999999,7.699999999999999
Tauson C.,Dolehide C.,Hard,31,24.2,5.9,0.667,-6.800000000000001,6.800000000000001
Sakkari M.,Navarro E.,Hard,25,24.2,5.7,0.409,-0.8000000000000007,0.8000000000000007
Rybakina E.,Mboko V.,Hard,21,23.8,5.9,0.7440000000000001,2.8000000000000007,2.8000000000000007
Raducanu E.,Osaka N.,Hard,18,25.1,5.8,0.434,7.100000000000001,7.100000000000001
Townsend T.,Kenin S.,Hard,15,24.4,5.7,0.612,9.399999999999999,9.399999999999999
Raducanu E.,Sakkari M.,Hard,22,24.3,5.7,0.598,2.3000000000000007,2.3000000000000007
Rybakina E.,Frech M.,Hard,18,23.7,5.9,0.775,5.699999999999999,5.699999999999999
Kalinskaya A.,Tauson C.,Hard,21,24.5,5.9,0.44799999999999995,3.5,3.5
Kalinskaya A.,Raducanu E.,Hard,19,23.7,5.6,0.40299999999999997,4.699999999999999,4.699999999999999
Ito A.,Volynets K.,Hard,24,24.5,5.7,0.466,0.5,0.5
Cristian J.,Stakusic M.,Hard,24,23.9,5.5,0.539,-0.10000000000000142,0.10000000000000142
Lamens S.,Kudermetova P.,Hard,27,24.0,5.7,0.41600000000000004,-3.0,3.0
Vondrousova M.,Eala A.,Hard,24,24.0,5.8,0.62,0.0,0.0
Zhu L.,Gracheva V.,Hard,23,24.0,5.7,0.551,1.0,1.0
Mboko V.,Birrell K.,Hard,21,24.1,5.9,0.6759999999999999,3.1000000000000014,3.1000000000000014
Kudermetova V.,Bucsa C.,Hard,32,24.2,5.7,0.544,-7.800000000000001,7.800000000000001
Collins D.,Tomova V.,Hard,21,24.4,5.6,0.551,3.3999999999999986,3.3999999999999986
Andreescu B.,Krejcikova B.,Hard,19,23.7,5.8,0.536,4.699999999999999,4.699999999999999
Marino R.,Jacquemot E.,Hard,20,23.0,5.7,0.611,3.0,3.0
Guo H.,Putintseva Y.,Hard,18,24.4,6.0,0.415,6.399999999999999,6.399999999999999
Siegemund L.,Maria T.,Hard,38,24.1,5.9,0.57,-13.899999999999999,13.899999999999999
Starodubtseva Y.,Wang Y.,Hard,33,24.3,5.7,0.475,-8.7,8.7
Blinkova A.,Dolehide C.,Hard,17,24.2,5.7,0.47600000000000003,7.199999999999999,7.199999999999999
Lys E.,Jeanjean L.,Hard,17,24.1,5.6,0.621,7.100000000000001,7.100000000000001
Bouzkova M.,Uchijima M.,Hard,21,24.0,5.9,0.7240000000000001,3.0,3.0
Sun L.,Cirstea S.,Hard,21,24.4,5.7,0.326,3.3999999999999986,3.3999999999999986
Zarazua R.,Boulter K.,Hard,19,23.9,5.8,0.522,4.899999999999999,4.899999999999999
Sevastova A.,Tomljanovic A.,Hard,28,24.5,5.5,0.48100000000000004,-3.5,3.5
Ruzic A.,Potapova A.,Hard,26,24.3,5.6,0.446,-1.6999999999999993,1.6999999999999993
Sakkari M.,Branstine C.,Hard,29,24.7,5.7,0.621,-4.300000000000001,4.300000000000001
McNally C.,Parks A.,Hard,35,23.7,6.0,0.618,-11.3,11.3
Kalinskaya A.,Li A.,Hard,28,24.2,5.8,0.496,-3.8000000000000007,3.8000000000000007
Kasatkina D.,Blinkova A.,Hard,17,23.6,5.4,0.588,6.600000000000001,6.600000000000001
Navarro E.,Marino R.,Hard,15,25.2,5.8,0.645,10.2,10.2
Kostyuk M.,Vondrousova M.,Hard,25,23.8,5.6,0.501,-1.1999999999999993,1.1999999999999993
Cristian J.,Noskova L.,Hard,19,24.4,6.0,0.368,5.399999999999999,5.399999999999999
Ito A.,Paolini J.,Hard,33,24.7,5.8,0.297,-8.3,8.3
Kudermetova V.,Danilovic O.,Hard,18,24.4,5.7,0.581,6.399999999999999,6.399999999999999
Bouzas Maneiro J.,Krueger A.,Hard,20,24.1,5.6,0.536,4.100000000000001,4.100000000000001
Bouzkova M.,Shnaider D.,Hard,21,24.0,5.9,0.502,3.0,3.0
Zhu L.,Alexandrova E.,Hard,25,24.1,5.5,0.386,-0.8999999999999986,0.8999999999999986
Rybakina E.,Baptiste H.,Hard,19,24.2,6.0,0.823,5.199999999999999,5.199999999999999
Gauff C.,Collins D.,Hard,35,24.0,5.7,0.715,-11.0,11.0
Lamens S.,Haddad Maia B.,Hard,24,24.5,5.5,0.397,0.5,0.5
Mboko V.,Kenin S.,Hard,17,24.1,5.8,0.6409999999999999,7.100000000000001,7.100000000000001
Sevastova A.,Linette M.,Hard,29,24.5,5.8,0.419,-4.5,4.5
Kessler M.,Joint M.,Hard,29,24.0,5.9,0.611,-5.0,5.0
Osaka N.,Samsonova L.,Hard,32,24.1,5.8,0.66,-7.899999999999999,7.899999999999999
Keys M.,Siegemund L.,Hard,15,24.3,5.8,0.642,9.3,9.3
Tauson C.,Bronzetti L.,Hard,15,24.2,5.7,0.648,9.2,9.2
Ostapenko J.,Zarazua R.,Hard,26,24.2,5.7,0.451,-1.8000000000000007,1.8000000000000007
McNally C.,Sramkova R.,Hard,16,24.5,5.7,0.544,8.5,8.5
Pegula J.,Sakkari M.,Hard,22,23.7,5.9,0.764,1.6999999999999993,1.6999999999999993
Kalinskaya A.,Mertens E.,Hard,28,24.1,5.8,0.435,-3.8999999999999986,3.8999999999999986
Starodubtseva Y.,Frech M.,Hard,14,24.9,6.0,0.40399999999999997,10.899999999999999,10.899999999999999
Raducanu E.,Stearns P.,Hard,18,24.3,5.7,0.624,6.300000000000001,6.300000000000001
Lys E.,Pavlyuchenkova A.,Hard,19,24.2,5.7,0.5760000000000001,5.199999999999999,5.199999999999999
Muchova K.,Ruzic A.,Hard,24,24.4,5.7,0.667,0.3999999999999986,0.3999999999999986
Anisimova A.,Sun L.,Hard,23,24.8,5.8,0.691,1.8000000000000007,1.8000000000000007
Svitolina E.,Rakhimova K.,Hard,20,23.5,5.7,0.755,3.5,3.5
Zhu L.,Lamens S.,Hard,16,23.5,5.6,0.664,7.5,7.5
Kostyuk M.,Kasatkina D.,Hard,31,24.3,5.5,0.643,-6.699999999999999,6.699999999999999
Gauff C.,Kudermetova V.,Hard,30,24.3,5.7,0.5770000000000001,-5.699999999999999,5.699999999999999
Bouzas Maneiro J.,Ito A.,Hard,31,23.9,6.0,0.445,-7.100000000000001,7.100000000000001
Mboko V.,Bouzkova M.,Hard,22,24.2,5.9,0.594,2.1999999999999993,2.1999999999999993
Yastremska D.,Navarro E.,Hard,22,23.8,5.7,0.38299999999999995,1.8000000000000007,1.8000000000000007
Rybakina E.,Cristian J.,Hard,19,23.3,5.8,0.807,4.300000000000001,4.300000000000001
Tauson C.,Starodubtseva Y.,Hard,15,24.4,5.9,0.6859999999999999,9.399999999999999,9.399999999999999
Osaka N.,Ostapenko J.,Hard,18,23.3,5.9,0.7190000000000001,5.300000000000001,5.300000000000001
Keys M.,McNally C.,Hard,26,24.7,5.7,0.625,-1.3000000000000007,1.3000000000000007
Sevastova A.,Pegula J.,Hard,26,23.4,5.9,0.195,-2.6000000000000014,2.6000000000000014
Muchova K.,Bencic B.,Hard,30,24.8,5.6,0.514,-5.199999999999999,5.199999999999999
Swiatek I.,Lys E.,Hard,16,23.8,5.8,0.735,7.800000000000001,7.800000000000001
Anisimova A.,Raducanu E.,Hard,15,24.4,5.7,0.586,9.399999999999999,9.399999999999999
Svitolina E.,Kalinskaya A.,Hard,14,23.3,5.8,0.6609999999999999,9.3,9.3
Kostyuk M.,Kessler M.,Hard,30,24.3,5.7,0.5720000000000001,-5.699999999999999,5.699999999999999
Rybakina E.,Yastremska D.,Hard,32,23.8,5.9,0.799,-8.2,8.2
Mboko V.,Gauff C.,Hard,17,24.0,5.6,0.446,7.0,7.0
Bouzas Maneiro J.,Zhu L.,Hard,27,23.8,5.6,0.447,-3.1999999999999993,3.1999999999999993
Keys M.,Muchova K.,Hard,31,24.2,5.6,0.435,-6.800000000000001,6.800000000000001
Osaka N.,Sevastova A.,Hard,13,23.8,5.8,0.745,10.8,10.8
Tauson C.,Swiatek I.,Hard,22,24.3,5.8,0.302,2.3000000000000007,2.3000000000000007
Svitolina E.,Anisimova A.,Hard,17,24.2,5.9,0.441,7.199999999999999,7.199999999999999
Mboko V.,Bouzas Maneiro J.,Hard,18,24.2,5.7,0.67,6.199999999999999,6.199999999999999
Tauson C.,Keys M.,Hard,17,24.6,5.9,0.501,7.600000000000001,7.600000000000001
Osaka N.,Svitolina E.,Hard,16,24.5,5.6,0.502,8.5,8.5
Mboko V.,Rybakina E.,Hard,32,23.7,5.8,0.237,-8.3,8.3
Osaka N.,Tauson C.,Hard,21,24.9,6.0,0.601,3.8999999999999986,3.8999999999999986
Mboko V.,Osaka N.,Hard,25,23.3,5.7,0.39399999999999996,-1.6999999999999993,1.6999999999999993
Joint M.,Minnen G.,Hard,17,23.8,5.8,0.47700000000000004,6.800000000000001,6.800000000000001
Cirstea S.,Vekic D.,Hard,26,23.8,5.9,0.6679999999999999,-2.1999999999999993,2.1999999999999993
Vondrousova M.,Cristian J.,Hard,16,23.7,6.1,0.674,7.699999999999999,7.699999999999999
Zarazua R.,Putintseva Y.,Hard,27,24.4,5.7,0.462,-2.6000000000000014,2.6000000000000014
Lys E.,Pera B.,Hard,30,23.9,5.8,0.627,-6.100000000000001,6.100000000000001
Danilovic O.,Boulter K.,Hard,18,24.1,5.7,0.479,6.100000000000001,6.100000000000001
Stearns P.,Wang Y.,Hard,19,24.1,5.6,0.55,5.100000000000001,5.100000000000001
Sramkova R.,Dolehide C.,Hard,30,24.4,5.8,0.53,-5.600000000000001,5.600000000000001
Bronzetti L.,Zhu L.,Hard,34,24.3,5.8,0.408,-9.7,9.7
Sun L.,Ruzic A.,Hard,20,24.5,5.8,0.47700000000000004,4.5,4.5
Jeanjean L.,Starodubtseva Y.,Hard,29,24.0,5.8,0.552,-5.0,5.0
Garcia C.,Kartal S.,Hard,31,24.2,5.9,0.35,-6.800000000000001,6.800000000000001
Tomljanovic A.,Bondar A.,Hard,23,23.8,5.7,0.469,0.8000000000000007,0.8000000000000007
Townsend T.,Collins D.,Hard,23,22.8,5.6,0.62,-0.1999999999999993,0.1999999999999993
Birrell K.,Blinkova A.,Hard,15,24.4,5.8,0.525,9.399999999999999,9.399999999999999
Gracheva V.,Volynets K.,Hard,28,24.5,5.8,0.46399999999999997,-3.5,3.5
Seidel E.,Kudermetova P.,Hard,24,24.5,6.0,0.5,0.5,0.5
Sakkari M.,Rakhimova K.,Hard,26,23.9,5.8,0.618,-2.1000000000000014,2.1000000000000014
Tomova V.,Li A.,Hard,22,23.4,5.8,0.292,1.3999999999999986,1.3999999999999986
Kudermetova V.,Lamens S.,Hard,16,23.8,5.7,0.7090000000000001,7.800000000000001,7.800000000000001
Krejcikova B.,Parks A.,Hard,26,24.4,5.6,0.6709999999999999,-1.6000000000000014,1.6000000000000014
Yuan Y.,Bucsa C.,Hard,16,24.4,5.8,0.47200000000000003,8.399999999999999,8.399999999999999
Jovic I.,Sierra S.,Hard,22,22.8,5.7,0.742,0.8000000000000007,0.8000000000000007
McNally C.,Inglis M.,Hard,17,24.2,5.8,0.595,7.199999999999999,7.199999999999999
Kostyuk M.,Maria T.,Hard,13,24.5,5.7,0.718,11.5,11.5
Ito A.,Pavlyuchenkova A.,Hard,27,24.1,5.9,0.509,-2.8999999999999986,2.8999999999999986
Swiatek I.,Potapova A.,Hard,17,23.9,6.0,0.721,6.899999999999999,6.899999999999999
Cirstea S.,Frech M.,Hard,31,23.6,5.8,0.67,-7.399999999999999,7.399999999999999
Keys M.,Lys E.,Hard,29,24.8,5.6,0.586,-4.199999999999999,4.199999999999999
Joint M.,Haddad Maia B.,Hard,30,24.3,5.9,0.532,-5.699999999999999,5.699999999999999
Townsend T.,Samsonova L.,Hard,18,24.7,5.7,0.531,6.699999999999999,6.699999999999999
Raducanu E.,Danilovic O.,Hard,17,24.1,5.9,0.66,7.100000000000001,7.100000000000001
Alexandrova E.,Sun L.,Hard,18,24.7,5.7,0.64,6.699999999999999,6.699999999999999
Yuan Y.,Shnaider D.,Hard,26,24.1,5.8,0.41,-1.8999999999999986,1.8999999999999986
Rybakina E.,Zarazua R.,Hard,28,24.7,5.9,0.75,-3.3000000000000007,3.3000000000000007
Kalinskaya A.,Stearns P.,Hard,30,23.6,5.7,0.525,-6.399999999999999,6.399999999999999
Sabalenka A.,Vondrousova M.,Hard,19,23.9,5.9,0.693,4.899999999999999,4.899999999999999
Krueger A.,Sevastova A.,Hard,25,24.4,5.6,0.456,-0.6000000000000014,0.6000000000000014
Yastremska D.,Tomova V.,Hard,26,24.3,6.0,0.637,-1.6999999999999993,1.6999999999999993
Kudermetova V.,Bencic B.,Hard,23,24.6,5.6,0.40299999999999997,1.6000000000000014,1.6000000000000014
Paolini J.,Sakkari M.,Hard,26,24.0,5.8,0.649,-2.0,2.0
Linette M.,Sramkova R.,Hard,19,24.3,5.6,0.5589999999999999,5.300000000000001,5.300000000000001
Seidel E.,Navarro E.,Hard,27,24.2,5.6,0.324,-2.8000000000000007,2.8000000000000007
Tauson C.,Tomljanovic A.,Hard,32,23.6,5.6,0.657,-8.399999999999999,8.399999999999999
Bronzetti L.,Kasatkina D.,Hard,26,23.5,5.6,0.415,-2.5,2.5
Pegula J.,Birrell K.,Hard,19,22.6,5.6,0.815,3.6000000000000014,3.6000000000000014
Jovic I.,Noskova L.,Hard,15,24.0,5.9,0.539,9.0,9.0
